freq,R,T
1.25,0.37982783781362706,0.01389545507651958
1.3000000000000007,0.3884646502663153,0.013025964027544067
1.3500000000000005,0.39752148241191715,0.01220841015610502
1.4000000000000004,0.40691502354656645,0.011440733645965874
1.4500000000000002,0.41657065424814915,0.01072072129485558
1.5,0.42642190810329,0.010046068350636901
1.5500000000000007,0.43640989367498967,0.00941442838317475
1.6000000000000005,0.44648270116948957,0.00882345289267117
1.6500000000000004,0.456594811908093,0.008270822223528575
1.7000000000000002,0.4667065235973628,0.007754269195771661
1.75,0.4767834003507147,0.007271596700443973
1.8000000000000007,0.48679575327553504,0.006820690342268454
1.8500000000000005,0.4967181550434579,0.006399527059085632
1.9000000000000004,0.5065289900654532,0.006006180506988006
1.9500000000000002,0.5162100405755686,0.005638823874416822
2.0,0.5257461079850646,0.005295730678122799
2.0500000000000007,0.5351246682175966,0.00497527399829829
2.1000000000000005,0.5443355593076921,0.004675924528314716
2.1500000000000004,0.5533706992844211,0.004396247745047315
2.2,0.5622238322264742,0.004134900447312694
2.25,0.5708903003304088,0.003890626861111314
2.3000000000000007,0.5793668398543385,0.0036622544698128832
2.3500000000000005,0.5876513988649168,0.0034486896939512615
2.4000000000000004,0.5957429748110675,0.0032489135178171056
2.45,0.6036414700621138,0.003061977137601922
2.5,0.6113475636724645,0.002886997687628561
2.5500000000000007,0.6188625977636962,0.002723154086491317
2.6000000000000005,0.6261884770433723,0.0025696830331196677
2.6500000000000004,0.633327580105248,0.002425875173364082
2.7,0.6402826812755624,0.002291071450249269
2.75,0.6470568818836518,0.002164659645193458
2.8000000000000007,0.6536535499413735,0.0020460711129526147
2.8500000000000005,0.6600762673144396,0.0019347777095685972
2.9000000000000004,0.6663287835597618,0.001830288909975374
2.95,0.6724149756862889,0.0017321491099816543
3.0,0.6783388131730407,0.0016399351059601878
3.0500000000000007,0.6841043276473233,0.0015532537446235693
3.0999999999999996,0.6897155866889596,0.0014717397346599734
3.1500000000000004,0.6951766712832014,0.0013950536116650516
3.200000000000001,0.7004916564962804,0.0013228798476781704
3.25,0.7056645949937088,0.0012549250966620443
3.3000000000000007,0.7106995030629528,0.0011909165674163177
3.3499999999999996,0.7156003488393607,0.0011306005156551276
3.4000000000000004,0.7203710424675974,0.0010737408472815896
3.450000000000001,0.7250154279607255,0.0010201178252380516
3.5,0.7295372765457994,0.0009695268726843725
3.5500000000000007,0.7339402813087149,0.0009217774656448669
3.5999999999999996,0.7382280529723567,0.0008766921086587366
3.6500000000000004,0.7424041166610924,0.0008341053873611093
3.700000000000001,0.7464719095216039,0.0007938630923071887
3.75,0.7504347790851116,0.0007558214087261197
3.8000000000000007,0.7542959822694916,0.0007198461672514911
3.8499999999999996,0.7580586849317024,0.0006858121510195662
3.9000000000000004,0.7617259618915623,0.0006536024548537545
3.950000000000001,0.7653007973573371,0.0006231078925629643
4.0,0.7687860856919815,0.0005942264486731285
4.050000000000001,0.772184632466283,0.0005668627711844859
4.1,0.7754991557517701,0.0005409277022031224
4.15,0.7787322876120631,0.0005163378435341913
4.200000000000001,0.7818865757565345,0.000493015154546493
4.25,0.7849644853247219,0.00047088657982505966
4.300000000000001,0.7879684007739816,0.0004498837043200849
4.35,0.7909006278464666,0.00042994243387845275
4.4,0.7937633955946714,0.0004110026992087854
4.450000000000001,0.7965588584475822,0.0003930081814830039
4.5,0.7992890983019505,0.00037590605791814106
4.550000000000001,0.8019561266253596,0.00035964676581185477
4.600000000000001,0.8045618865596981,0.0003441837836249201
4.65,0.8071082550153229,0.0003294734278143157
4.700000000000001,0.8095970447476738,0.00031547466422233625
4.75,0.8120300064094229,0.0003021489329208236
4.800000000000001,0.814408830572364,0.00028945998549598494
4.850000000000001,0.8167351497142525,0.0002773737338387046
4.9,0.8190105401666923,0.00026585810957839177
4.950000000000001,0.8212365240209035,0.00025488293336576256
5.0,0.8234145709889058,0.00024441979327181565
